gamma_r,gamma_im,W
-10.27605577533188,-14.77602791224193,-0.0046794269686602
-10.20889201209442,-14.77602791224193,-0.0034125057332489
-10.14172824885696,-14.77602791224193,-0.0019906145970451
-10.0745644856195,-14.77602791224193,-0.0004769381818523
-10.00740072238203,-14.77602791224193,0.0010576849692292
-9.940236959144569,-14.77602791224193,0.0025386920813149
-9.873073195907104,-14.77602791224193,0.0038920334847464
-9.80590943266964,-14.77602791224193,0.0050484583161238
-9.73874566943218,-14.77602791224193,0.0059475832255194
-9.671581906194715,-14.77602791224193,0.0065414898301902
-9.604418142957252,-14.77602791224193,0.0067976242934913
-9.537254379719789,-14.77602791224193,0.0067008148443769
-9.470090616482326,-14.77602791224193,0.00625427755243
-9.402926853244862,-14.77602791224193,0.0054795436912
-9.3357630900074,-14.77602791224193,0.0044153094448849
-9.268599326769936,-14.77602791224193,0.0031152761353377
-9.201435563532472,-14.77602791224193,0.0016451121701371
-9.134271800295007,-14.77602791224193,7.872244336927216e-05
-9.067108037057546,-14.77602791224193,-0.0015059465583583
-8.999944273820082,-14.77602791224193,-0.0030313098873375
-8.932780510582619,-14.77602791224193,-0.0044244880755796
-8.865616747345156,-14.77602791224193,-0.0056213301419959
-8.798452984107692,-14.77602791224193,-0.0065698761558945
-8.731289220870229,-14.77602791224193,-0.0072330570347523
-8.664125457632766,-14.77602791224193,-0.0075904788365473
-8.596961694395302,-14.77602791224193,-0.0076391974370375
-8.529797931157841,-14.77602791224193,-0.0073934532610215
-8.462634167920376,-14.77602791224193,-0.0068834004796214
-8.395470404682913,-14.77602791224193,-0.0061529266072032
-8.32830664144545,-14.77602791224193,-0.00525671282374
-8.261142878207986,-14.77602791224193,-0.0042567292372571
-8.193979114970523,-14.77602791224193,-0.0032183900623289
-8.126815351733061,-14.77602791224193,-0.0022066096112576
-8.059651588495596,-14.77602791224193,-0.001282000368869
-7.992487825258132,-14.77602791224193,-0.0004974395779108
-7.925324062020669,-14.77602791224193,0.000104797982504
-7.858160298783206,-14.77602791224193,0.0004951837913196
-7.790996535545744,-14.77602791224193,0.0006582479624343
-7.72383277230828,-14.77602791224193,0.0005930068444032
-7.656669009070816,-14.77602791224193,0.0003125088332874
-7.589505245833354,-14.77602791224193,-0.0001574442169364
-7.522341482595889,-14.77602791224193,-0.000780293600945
-7.455177719358426,-14.77602791224193,-0.0015112913684779
-7.388013956120964,-14.77602791224193,-0.0023004619818569
-7.320850192883499,-14.77602791224193,-0.0030957633941558
-7.253686429646036,-14.77602791224193,-0.0038462481766152
-7.186522666408574,-14.77602791224193,-0.0045050333388396
-7.11935890317111,-14.77602791224193,-0.0050319072390947
-7.052195139933646,-14.77602791224193,-0.0053954317240803
-6.985031376696184,-14.77602791224193,-0.0055744350295908
-6.91786761345872,-14.77602791224193,-0.0055588332696713
-6.850703850221257,-14.77602791224193,-0.0053497625906685
-6.783540086983794,-14.77602791224193,-0.0049590473183528
-6.716376323746331,-14.77602791224193,-0.00440806893279
-6.649212560508867,-14.77602791224193,-0.0037261340969993
-6.582048797271403,-14.77602791224193,-0.0029484653937256
-6.51488503403394,-14.77602791224193,-0.0021139546646044
-6.447721270796477,-14.77602791224193,-0.0012628253482866
-6.380557507559014,-14.77602791224193,-0.0004343471087334
-6.313393744321552,-14.77602791224193,0.0003352659027523
-6.246229981084087,-14.77602791224193,0.0010146612838738
-6.179066217846623,-14.77602791224193,0.0015787725093881
-6.11190245460916,-14.77602791224193,0.0020098033647691
-6.044738691371697,-14.77602791224193,0.0022977457265899
-5.977574928134234,-14.77602791224193,0.002440433842588
-5.91041116489677,-14.77602791224193,0.0024431659163401
-5.843247401659307,-14.77602791224193,0.0023179473517436
-5.776083638421844,-14.77602791224193,0.0020824282183872
-5.70891987518438,-14.77602791224193,0.0017586195783936
-5.641756111946918,-14.77602791224193,0.001371478971476
-5.574592348709454,-14.77602791224193,0.0009474547630859
-5.50742858547199,-14.77602791224193,0.0005130728214873
-5.440264822234528,-14.77602791224193,9.363805438694747e-05
-5.373101058997064,-14.77602791224193,-0.0002878910909384
-5.305937295759601,-14.77602791224193,-0.0006118136290965
